,loss,accuracy,cfd_image,val_loss,val_accuracy,val_cfd_image
0,1.8553732843429316e-06,0.9659363627433777,0.22109945118427277,1.46692480029742e-06,0.9684740900993347,0.20247936248779297
1,1.8586971464173985e-06,0.9659132957458496,0.22089090943336487,1.8187129171565175e-06,0.9718589782714844,0.2073688507080078
2,1.8561374872660963e-06,0.9662926197052002,0.22076329588890076,1.495907213211467e-06,0.9718138575553894,0.19599056243896484
3,1.8504397303331643e-06,0.9656597971916199,0.22158187627792358,1.5477183978873654e-06,0.9691594243049622,0.20710308849811554
4,1.8301778936802293e-06,0.9660933613777161,0.2199862152338028,1.437589958186436e-06,0.9699668884277344,0.20575332641601562
5,1.850049443419266e-06,0.9663621187210083,0.22044390439987183,1.567103595334629e-06,0.9718735814094543,0.20149452984333038
6,1.8632639466886758e-06,0.9661409258842468,0.22117070853710175,1.5184224366748822e-06,0.9627494812011719,0.2148682326078415
7,1.8591582602311973e-06,0.9666194915771484,0.22002623975276947,1.4182631957737613e-06,0.9706071019172668,0.20825164020061493
8,1.8559668433226761e-06,0.9663941264152527,0.2206043004989624,1.547988517813792e-06,0.9706007838249207,0.20534546673297882
9,1.8535232584326877e-06,0.966152012348175,0.2208164930343628,1.5874678638283513e-06,0.9687620997428894,0.20769564807415009
10,1.8337906340093468e-06,0.9663105010986328,0.22011007368564606,1.653904291742947e-06,0.9700438380241394,0.2008482664823532
11,1.8630042859513196e-06,0.966444194316864,0.22070550918579102,1.5343053973992937e-06,0.96388179063797,0.21134121716022491
12,1.8686037037696224e-06,0.9662272930145264,0.22154513001441956,1.631154191272799e-06,0.9711081385612488,0.2025604248046875
13,1.851062620517041e-06,0.9666138887405396,0.2199627161026001,1.8015066416410264e-06,0.9693965911865234,0.2047230452299118
14,1.8528196505940286e-06,0.9665091037750244,0.22023873031139374,1.4102174645813648e-06,0.9580218195915222,0.21855609118938446
15,1.8345775743000559e-06,0.9660313129425049,0.2197861224412918,1.5271771189873107e-06,0.9676691889762878,0.2118775099515915
16,1.8408017012916389e-06,0.9663289189338684,0.22000615298748016,1.6041263961596997e-06,0.9650141596794128,0.21240074932575226
17,1.8340259657634306e-06,0.9660750031471252,0.22090095281600952,1.878423404377827e-06,0.9709389805793762,0.20494651794433594
18,1.8690873275772901e-06,0.9661935567855835,0.2201816588640213,1.475652311455633e-06,0.9694786071777344,0.19900862872600555
19,1.8461444142303662e-06,0.9661509394645691,0.2206999659538269,1.5836372995181591e-06,0.9700577855110168,0.2068338394165039
20,1.839981223383802e-06,0.9664682149887085,0.2198069989681244,1.4910261825207272e-06,0.9693927764892578,0.19879150390625
21,1.8355337942921324e-06,0.9664294719696045,0.22050315141677856,1.4873343161525554e-06,0.9712886810302734,0.2016763687133789
22,1.8581930589789408e-06,0.9665053486824036,0.2205519676208496,1.7153960243376787e-06,0.9611174464225769,0.22042815387248993
23,1.8417224509903463e-06,0.9661797881126404,0.2199266105890274,1.52547363541089e-06,0.9686234593391418,0.20575332641601562
24,1.8448640730639454e-06,0.9664135575294495,0.22037094831466675,1.3473307944877888e-06,0.9729378819465637,0.18844668567180634
25,1.8673894146559178e-06,0.9663615822792053,0.22063878178596497,1.583791345183272e-06,0.970062255859375,0.20362059772014618
26,1.8628096540851402e-06,0.9660539031028748,0.2216472327709198,1.5901447341093444e-06,0.9722080230712891,0.20580355823040009
27,1.8470763052391703e-06,0.9660091400146484,0.22071218490600586,1.594514628777688e-06,0.9667205810546875,0.2061045914888382
28,1.8381435893388698e-06,0.9664567112922668,0.22031565010547638,1.6852380895215902e-06,0.9726905822753906,0.2057749480009079
29,1.8199564237875165e-06,0.9668530225753784,0.21888142824172974,1.8493370816941024e-06,0.9727573394775391,0.20673592388629913
30,1.8566730659586028e-06,0.9660885334014893,0.22078898549079895,1.4015992064742022e-06,0.9718806147575378,0.19568760693073273
31,1.8516977888793917e-06,0.966480016708374,0.22111175954341888,1.6734935570639209e-06,0.9666830897331238,0.21433734893798828
32,1.86650311206904e-06,0.9660559892654419,0.2207077592611313,1.7425132909920649e-06,0.9654210209846497,0.21328289806842804
33,1.8513736677050474e-06,0.9659668803215027,0.22056350111961365,1.5925243133096956e-06,0.9651457667350769,0.20714028179645538
34,1.8461328181729186e-06,0.9664266109466553,0.2199772447347641,1.3902805449106381e-06,0.9680595397949219,0.2045246809720993
35,1.8514245994083467e-06,0.9662901759147644,0.2197435051202774,1.4960683074605186e-06,0.9695364832878113,0.20448875427246094
36,1.8504234731153701e-06,0.9659097194671631,0.22131912410259247,1.4292915011537843e-06,0.9711748957633972,0.19708029925823212
37,1.8355789279667079e-06,0.966118574142456,0.2202795147895813,1.78892616986559e-06,0.9665088653564453,0.21019522845745087
38,1.8677770867725485e-06,0.9658824801445007,0.22157856822013855,1.545098825772584e-06,0.9667237401008606,0.20473606884479523
39,1.8390032892057206e-06,0.9664183259010315,0.2206827849149704,1.6426138245151378e-06,0.9656384587287903,0.21909205615520477
40,1.8454055634720135e-06,0.9663543701171875,0.21960218250751495,1.8734777995632612e-06,0.9657465815544128,0.20783169567584991
41,1.8513009081289056e-06,0.9658730030059814,0.21998099982738495,1.719752958706522e-06,0.9639205932617188,0.21905517578125
42,1.8517202988732606e-06,0.9666077494621277,0.21972201764583588,1.6630757500024629e-06,0.9652678370475769,0.21782271564006805
43,1.8474310081728618e-06,0.9660040140151978,0.22033192217350006,1.6042384913816932e-06,0.9729569554328918,0.19884903728961945
44,1.8398982319922652e-06,0.9661506414413452,0.2205333709716797,1.6366633417419507e-06,0.9727128148078918,0.20479615032672882
45,1.840203822212061e-06,0.9659537672996521,0.22016769647598267,1.6996060594465234e-06,0.9665622711181641,0.20994536578655243
46,1.8622885136210243e-06,0.9661160111427307,0.2203640192747116,1.4383623465619166e-06,0.9679209589958191,0.20809681713581085
47,1.8559013597041485e-06,0.9665700197219849,0.2202422022819519,1.6460544429719448e-06,0.9665139317512512,0.2114238739013672
48,1.8469614815330715e-06,0.9661783576011658,0.22026994824409485,1.2435539247235283e-06,0.9712937474250793,0.19870693981647491
49,1.8550932736616232e-06,0.966240644454956,0.22104929387569427,1.5952024341459037e-06,0.9624385833740234,0.21123822033405304
50,1.849728846536891e-06,0.9661666750907898,0.22060182690620422,1.3941747738499544e-06,0.9667695164680481,0.20695209503173828
51,1.8344765067013213e-06,0.9663134813308716,0.22020044922828674,1.3994672372064088e-06,0.9713433384895325,0.20015303790569305
52,1.8628172711032676e-06,0.9665529131889343,0.22120559215545654,1.5551357819276745e-06,0.9639899134635925,0.21248023211956024
53,1.8324955135540222e-06,0.9662845134735107,0.21936190128326416,1.589554017300543e-06,0.9700641632080078,0.20217768847942352
54,1.8605302329888218e-06,0.9665390849113464,0.21951642632484436,1.6186877473955974e-06,0.9744847416877747,0.20105616748332977
55,1.8832574824045878e-06,0.9665518999099731,0.22032468020915985,1.6066798025349271e-06,0.9732691645622253,0.20622412860393524
56,1.8711036773311207e-06,0.9660891890525818,0.22106948494911194,1.5093937690835446e-06,0.9728743433952332,0.19918568432331085
57,1.8524937104302808e-06,0.9664462208747864,0.22085052728652954,1.4460265447269194e-06,0.9694442749023438,0.20049285888671875
58,1.8482255654816981e-06,0.9665462374687195,0.21991905570030212,1.6616608036201796e-06,0.9693520665168762,0.20778560638427734
59,1.8483283383829985e-06,0.9658768773078918,0.2205217480659485,1.5037340972412494e-06,0.9663403630256653,0.21081097424030304
60,1.853628532444418e-06,0.9663642644882202,0.22067365050315857,1.338189122179756e-06,0.9700266718864441,0.1943378448486328
61,1.8567584447737318e-06,0.9660887718200684,0.22125251591205597,1.4681166931040934e-06,0.9698378443717957,0.2021729201078415
62,1.8384447457719943e-06,0.9658162593841553,0.22067339718341827,1.5896442846496939e-06,0.9690297245979309,0.20712058246135712
63,1.857628603829653e-06,0.966676652431488,0.2208525836467743,1.4236767356123892e-06,0.9650421142578125,0.20422618091106415
64,1.856935568866902e-06,0.9663018584251404,0.22054718434810638,1.5967739273037296e-06,0.9698823094367981,0.2028818130493164
65,1.8465131006450974e-06,0.9663116335868835,0.22061768174171448,1.5174188092714758e-06,0.9710204005241394,0.20078754425048828
66,1.852647983469069e-06,0.9660729765892029,0.22082188725471497,1.6474092490170733e-06,0.9676856994628906,0.2039632797241211
67,1.8447946104060975e-06,0.966869592666626,0.21877871453762054,1.6251527767963125e-06,0.9663575291633606,0.20697911083698273
68,1.8698345911616343e-06,0.9662668704986572,0.2198280543088913,1.3714831084143952e-06,0.9690729975700378,0.20240657031536102
69,1.8524101506045554e-06,0.9661707282066345,0.22025062143802643,1.5866249896134832e-06,0.9716987609863281,0.19908173382282257
70,1.864772002591053e-06,0.9655619263648987,0.22177055478096008,1.6143658285727724e-06,0.9664592742919922,0.21692784130573273
71,1.8713891449806397e-06,0.9658459424972534,0.22145770490169525,1.4374792272064951e-06,0.9730656743049622,0.2037232667207718
72,1.8678964579521562e-06,0.966420590877533,0.2197561115026474,1.6453905118396506e-06,0.9677441716194153,0.22006702423095703
73,1.8829156260835589e-06,0.9658041596412659,0.22119946777820587,1.4430183910008054e-06,0.9681720733642578,0.20705921947956085
74,1.8311282019567443e-06,0.9662449359893799,0.22007115185260773,1.4736525599801098e-06,0.961816132068634,0.2148427963256836
75,1.8487967281544115e-06,0.9663127660751343,0.22052456438541412,1.7841975932242349e-06,0.9665253758430481,0.21232540905475616
76,1.8388376474831603e-06,0.9660866260528564,0.22028671205043793,1.6390631571994163e-06,0.9687652587890625,0.20492012798786163
77,1.829890493354469e-06,0.9664331078529358,0.21961389482021332,1.5769951460242737e-06,0.9704354405403137,0.20457522571086884
78,1.8625721622811398e-06,0.9662527441978455,0.22082437574863434,1.6122784245453659e-06,0.9675394892692566,0.2048756331205368
79,1.8590374111226993e-06,0.966110348701477,0.2207975536584854,1.5782412674525403e-06,0.9670295715332031,0.2053079605102539
80,1.8574385194369825e-06,0.9659343361854553,0.22078488767147064,1.8994747961187386e-06,0.9713649749755859,0.19707806408405304
81,1.880786726360384e-06,0.9660906791687012,0.2207120805978775,1.4276056390372105e-06,0.9706128239631653,0.1989116668701172
82,1.8707532944972627e-06,0.9665186405181885,0.22104978561401367,1.565445586493297e-06,0.9636287689208984,0.21695010364055634
83,1.821475848373666e-06,0.966164767742157,0.2205009013414383,1.4868010111968033e-06,0.9617010951042175,0.21395905315876007
84,1.8577169385025627e-06,0.9666552543640137,0.22018849849700928,1.794606760086026e-06,0.9730574488639832,0.20891062915325165
85,1.853057142398029e-06,0.9662583470344543,0.22058242559432983,1.7475622371421196e-06,0.9702714085578918,0.20373789966106415
86,1.8396542600385146e-06,0.9664322733879089,0.2200036346912384,1.5992524140528985e-06,0.9655838012695312,0.20285098254680634
87,1.8392877336737001e-06,0.9662181735038757,0.2206994593143463,1.711345589683333e-06,0.9712746739387512,0.20410029590129852
88,1.8845671547751408e-06,0.9665774703025818,0.2209925353527069,1.6730638208173332e-06,0.969506561756134,0.20885848999023438
89,1.826724769671273e-06,0.9660719037055969,0.21980293095111847,1.517612304269278e-06,0.9720268249511719,0.2035582810640335
90,1.8474318039807258e-06,0.9668558835983276,0.21946749091148376,1.4538587720380747e-06,0.9699065089225769,0.20627625286579132
91,1.8476331433703308e-06,0.9661948680877686,0.21991772949695587,1.6186753555302857e-06,0.96684330701828,0.20798683166503906
92,1.8278414017913747e-06,0.9660886526107788,0.220279723405838,1.4204327953848406e-06,0.9728463292121887,0.19721190631389618
93,1.8671853467822075e-06,0.966311514377594,0.2211463898420334,1.7768151110431063e-06,0.970831573009491,0.2054799348115921
94,1.8705920865613734e-06,0.965436577796936,0.22194832563400269,1.476749616813322e-06,0.9696095585823059,0.20639927685260773
95,1.8365101368544856e-06,0.9660865068435669,0.2208842784166336,1.9778533442149637e-06,0.9597358703613281,0.22384166717529297
96,1.862983708633692e-06,0.9663568139076233,0.22113990783691406,1.3351287861951278e-06,0.9676068425178528,0.2011982649564743
97,1.8436516029396444e-06,0.9660038352012634,0.2203873246908188,1.4950336435504141e-06,0.9694347381591797,0.1999502182006836
98,1.8532223293732386e-06,0.9660526514053345,0.22097040712833405,1.488840212005016e-06,0.9626280665397644,0.20866012573242188
99,1.8400388626105268e-06,0.9665669798851013,0.21948300302028656,1.5103011037354008e-06,0.9644012451171875,0.210897758603096
100,1.8400388626105268e-06,0.9665669798851013,0.21948300302028656,1.4873730833642185e-06,0.9713490605354309,0.20296669006347656
